 # Jupiter model, Ptrans=7 Mbar, rock core 
 # m/Mp         P (GPa)    r/Rmean   T(K)   rho(g/ccm)
 0.9981219517   1.519443   0.97735  2683.9  0.0961932 
 0.9981115541   1.528074   0.97730  2687.5  0.0964815 
 0.9981011264   1.536731   0.97725  2691.2  0.0967698 
 0.9980906686   1.545415   0.97720  2694.9  0.0970583 
 0.9980801807   1.554126   0.97715  2698.5  0.0973470 
 0.9980696628   1.562863   0.97710  2702.2  0.0976357 
 0.9980591149   1.571627   0.97705  2705.9  0.0979246 
 0.9980485368   1.580418   0.97700  2709.5  0.0982135 
 0.9980379286   1.589236   0.97695  2713.2  0.0985026 
 0.9980272903   1.598081   0.97690  2716.8  0.0987919 
 0.9980166220   1.606952   0.97685  2720.4  0.0990812 
 0.9980059235   1.615850   0.97680  2724.1  0.0993707 
 0.9979951949   1.624775   0.97675  2727.7  0.0996603 
 0.9979844362   1.633727   0.97670  2731.3  0.0999500 
 0.9979736474   1.642706   0.97665  2734.9  0.1002365 
 0.9979628291   1.651711   0.97660  2738.5  0.1005203 
 0.9979519813   1.660743   0.97655  2742.0  0.1008041 
 0.9979411041   1.669801   0.97650  2745.5  0.1010881 
 0.9979301973   1.678885   0.97645  2749.1  0.1013721 
 0.9979192611   1.687996   0.97640  2752.6  0.1016562 
 0.9979082954   1.697133   0.97635  2756.1  0.1019404 
 0.9978973002   1.706297   0.97630  2759.6  0.1022247 
 0.9978862755   1.715487   0.97625  2763.1  0.1025090 
 0.9978752213   1.724703   0.97620  2766.6  0.1027934 
 0.9978641376   1.733946   0.97615  2770.2  0.1030779 
 0.9978530244   1.743215   0.97610  2773.7  0.1033625 
 0.9978418817   1.752511   0.97605  2777.1  0.1036472 
 0.9978307095   1.761834   0.97600  2780.6  0.1039319 
 0.9978195078   1.771183   0.97595  2784.1  0.1042168 
 0.9978082766   1.780558   0.97590  2787.6  0.1045017 
 0.9977970158   1.789960   0.97585  2791.1  0.1047867 
 0.9977857256   1.799388   0.97580  2794.6  0.1050717 
 0.9977744058   1.808844   0.97575  2798.0  0.1053569 
 0.9977630565   1.818325   0.97570  2801.5  0.1056421 
 0.9977516777   1.827833   0.97565  2805.0  0.1059274 
 0.9977402694   1.837368   0.97560  2808.4  0.1062128 
 0.9977288316   1.846930   0.97555  2811.9  0.1064983 
 0.9977173642   1.856518   0.97550  2815.3  0.1067838 
 0.9977058672   1.866132   0.97545  2818.8  0.1070695 
 0.9976943407   1.875774   0.97540  2822.3  0.1073562 
 0.9976827846   1.885442   0.97535  2825.7  0.1076429 
 0.9976711988   1.895137   0.97530  2829.2  0.1079297 
 0.9976595834   1.904859   0.97525  2832.7  0.1082166 
 0.9976479383   1.914607   0.97520  2836.1  0.1085036 
 0.9976362636   1.924382   0.97515  2839.6  0.1087906 
 0.9976245592   1.934184   0.97510  2843.1  0.1090778 
 0.9976128252   1.944013   0.97505  2846.5  0.1093650 
 0.9976010615   1.953869   0.97500  2850.0  0.1096523 
 0.9975892682   1.963751   0.97495  2853.4  0.1099397 
 0.9975774452   1.973661   0.97490  2856.9  0.1102272 
 0.9975655925   1.983597   0.97485  2860.3  0.1105148 
 0.9975537102   1.993560   0.97480  2863.7  0.1108024 
 0.9975417981   2.003550   0.97475  2867.2  0.1110901 
 0.9975298565   2.013567   0.97470  2870.6  0.1113780 
 0.9975178851   2.023611   0.97465  2874.0  0.1116658 
 0.9975058841   2.033682   0.97460  2877.4  0.1119538 
 0.9974938534   2.043779   0.97455  2880.8  0.1122419 
 0.9974817934   2.053904   0.97450  2883.8  0.1125222 
 0.9974697047   2.064054   0.97445  2886.6  0.1128008 
 0.9974575873   2.074231   0.97440  2889.4  0.1130793 
 0.9974454413   2.084433   0.97435  2892.2  0.1133579 
 0.9974332667   2.094662   0.97430  2895.0  0.1136365 
 0.9974210634   2.104917   0.97425  2897.8  0.1139151 
 0.9974088315   2.115198   0.97420  2900.6  0.1141938 
 0.9973965710   2.125505   0.97415  2903.4  0.1144725 
 0.9973842818   2.135839   0.97410  2906.1  0.1147513 
 0.9973719640   2.146198   0.97405  2908.9  0.1150300 
 0.9973596176   2.156584   0.97400  2911.7  0.1153088 
 0.9973472426   2.166996   0.97395  2914.5  0.1155877 
 0.9973348389   2.177434   0.97390  2917.2  0.1158665 
 0.9973224067   2.187898   0.97385  2920.0  0.1161454 
 0.9973099458   2.198388   0.97380  2922.8  0.1164244 
 0.9972974563   2.208905   0.97375  2925.5  0.1167033 
 0.9972849382   2.219448   0.97370  2928.3  0.1169823 
 0.9972723915   2.230017   0.97365  2931.0  0.1172613 
 0.9972598162   2.240612   0.97360  2933.8  0.1175404 
 0.9972472124   2.251234   0.97355  2936.5  0.1178195 
 0.9972345799   2.261881   0.97350  2939.2  0.1180986 
 0.9972219188   2.272555   0.97345  2942.0  0.1183777 
 0.9972092292   2.283256   0.97340  2944.7  0.1186569 
 0.9971965109   2.293982   0.97335  2947.4  0.1189361 
 0.9971837641   2.304735   0.97330  2950.2  0.1192154 
 0.9971709886   2.315514   0.97325  2952.9  0.1194946 
 0.9971581847   2.326319   0.97320  2955.6  0.1197739 
 0.9971453521   2.337151   0.97315  2958.3  0.1200533 
 0.9971324910   2.348009   0.97310  2961.0  0.1203326 
 0.9971196012   2.358893   0.97305  2963.7  0.1206120 
 0.9971066830   2.369803   0.97300  2966.4  0.1208915 
 0.9970937361   2.380740   0.97295  2969.1  0.1211709 
 0.9970807607   2.391704   0.97290  2971.8  0.1214504 
 0.9970677568   2.402693   0.97285  2974.5  0.1217299 
 0.9970547242   2.413709   0.97280  2977.2  0.1220095 
 0.9970416631   2.424751   0.97275  2979.9  0.1222891 
 0.9970285735   2.435820   0.97270  2982.6  0.1225687 
 0.9970154553   2.446915   0.97265  2985.3  0.1228484 
 0.9970023086   2.458036   0.97260  2987.9  0.1231280 
 0.9969891334   2.469184   0.97255  2990.6  0.1234077 
 0.9969759295   2.480358   0.97250  2993.3  0.1236875 
 0.9969626972   2.491558   0.97245  2995.9  0.1239673 
 0.9969494363   2.502785   0.97240  2998.6  0.1242471 
 0.9969361469   2.514039   0.97235  3001.3  0.1245269 
 0.9969228290   2.525318   0.97230  3003.9  0.1248068 
 0.9969094825   2.536624   0.97225  3006.6  0.1250866 
 0.9968961075   2.547957   0.97220  3009.2  0.1253666 
 0.9968827040   2.559316   0.97215  3011.9  0.1256465 
 0.9968692720   2.570702   0.97210  3014.5  0.1259265 
 0.9968558117   2.582113   0.97205  3016.9  0.1262011 
 0.9968423236   2.593551   0.97200  3019.2  0.1264738 
 0.9968288078   2.605014   0.97195  3021.5  0.1267464 
 0.9968152643   2.616504   0.97190  3023.8  0.1270191 
 0.9968016930   2.628019   0.97185  3026.1  0.1272917 
 0.9967880941   2.639560   0.97180  3028.4  0.1275644 
 0.9967744675   2.651126   0.97175  3030.7  0.1278371 
 0.9967608132   2.662719   0.97170  3033.0  0.1281097 
 0.9967471312   2.674337   0.97165  3035.3  0.1283824 
 0.9967334215   2.685981   0.97160  3037.6  0.1286550 
 0.9967196842   2.697651   0.97155  3039.9  0.1289277 
 0.9967059192   2.709347   0.97150  3042.1  0.1292003 
 0.9966921266   2.721069   0.97145  3044.4  0.1294729 
 0.9966783062   2.732816   0.97140  3046.7  0.1297456 
 0.9966644583   2.744590   0.97135  3049.0  0.1300182 
 0.9966505827   2.756389   0.97130  3051.2  0.1302909 
 0.9966366794   2.768214   0.97125  3053.5  0.1305635 
 0.9966227486   2.780065   0.97120  3055.7  0.1308362 
 0.9966087901   2.791942   0.97115  3058.0  0.1311088 
 0.9965948040   2.803845   0.97110  3060.3  0.1313814 
 0.9965807903   2.815773   0.97105  3062.5  0.1316541 
 0.9965667490   2.827728   0.97100  3064.8  0.1319267 
 0.9965526801   2.839708   0.97095  3067.0  0.1321994 
 0.9965385835   2.851715   0.97090  3069.2  0.1324720 
 0.9965244594   2.863747   0.97085  3071.5  0.1327446 
 0.9965103078   2.875805   0.97080  3073.7  0.1330173 
 0.9964961285   2.887889   0.97075  3076.0  0.1332899 
 0.9964819217   2.899999   0.97070  3078.2  0.1335626 
 0.9964676873   2.912135   0.97065  3080.4  0.1338352 
 0.9964534254   2.924297   0.97060  3082.6  0.1341078 
 0.9964391359   2.936484   0.97055  3084.9  0.1343805 
 0.9964248188   2.948698   0.97050  3087.1  0.1346531 
 0.9964104743   2.960938   0.97045  3089.3  0.1349257 
 0.9963961021   2.973203   0.97040  3091.5  0.1351984 
 0.9963817025   2.985495   0.97035  3093.7  0.1354710 
 0.9963672754   2.997812   0.97030  3095.9  0.1357436 
 0.9963528207   3.010156   0.97025  3098.1  0.1360163 
 0.9963383385   3.022525   0.97020  3100.3  0.1362889 
 0.9963238288   3.034921   0.97015  3102.5  0.1365616 
 0.9963092916   3.047342   0.97010  3104.7  0.1368342 
 0.9962947269   3.059789   0.97005  3106.9  0.1371068 
 0.9962801348   3.072262   0.97000  3109.1  0.1373795 
 0.9962655151   3.084762   0.96995  3111.3  0.1376521 
 0.9962508680   3.097287   0.96990  3113.5  0.1379247 
 0.9962361934   3.109838   0.96985  3115.7  0.1381974 
 0.9962214913   3.122416   0.96980  3117.8  0.1384700 
 0.9962067618   3.135019   0.96975  3120.0  0.1387427 
 0.9961920049   3.147648   0.96970  3122.2  0.1390153 
 0.9961772205   3.160303   0.96965  3124.4  0.1392880 
 0.9961624086   3.172985   0.96960  3126.5  0.1395606 
 0.9961475693   3.185692   0.96955  3128.7  0.1398332 
 0.9961327026   3.198425   0.96950  3130.9  0.1401059 
 0.9961178085   3.211185   0.96945  3133.0  0.1403785 
 0.9961028869   3.223970   0.96940  3135.2  0.1406512 
 0.9960879380   3.236782   0.96935  3137.3  0.1409238 
 0.9960729616   3.249619   0.96930  3139.5  0.1411965 
 0.9960579579   3.262483   0.96925  3141.7  0.1414678 
 0.9960429271   3.275372   0.96920  3144.0  0.1417368 
 0.9960278692   3.288287   0.96915  3146.3  0.1420057 
 0.9960127844   3.301228   0.96910  3148.7  0.1422747 
 0.9959976727   3.314194   0.96905  3151.0  0.1425436 
 0.9959825339   3.327187   0.96900  3153.3  0.1428125 
 0.9959673682   3.340205   0.96895  3155.6  0.1430814 
 0.9959521755   3.353248   0.96890  3157.9  0.1433503 
 0.9959369558   3.366318   0.96885  3160.2  0.1436192 
 0.9959217092   3.379413   0.96880  3162.5  0.1438883 
 0.9959064355   3.392534   0.96875  3164.8  0.1441603 
 0.9958911345   3.405682   0.96870  3167.1  0.1444323 
 0.9958758063   3.418855   0.96865  3169.3  0.1447043 
 0.9958604507   3.432054   0.96860  3171.6  0.1449763 
 0.9958450680   3.445279   0.96855  3173.8  0.1452483 
 0.9958296580   3.458531   0.96850  3176.1  0.1455203 
 0.9958142208   3.471808   0.96845  3178.4  0.1457923 
 0.9957987563   3.485112   0.96840  3180.6  0.1460643 
 0.9957832646   3.498441   0.96835  3182.9  0.1463363 
 0.9957677457   3.511797   0.96830  3185.1  0.1466083 
 0.9957521996   3.525179   0.96825  3187.4  0.1468803 
 0.9957366263   3.538587   0.96820  3189.6  0.1471523 
 0.9957210257   3.552021   0.96815  3191.8  0.1474243 
 0.9957053980   3.565481   0.96810  3194.1  0.1476963 
 0.9956897431   3.578967   0.96805  3196.3  0.1479683 
 0.9956740610   3.592479   0.96800  3198.6  0.1482404 
 0.9956583517   3.606018   0.96795  3200.8  0.1485124 
 0.9956426153   3.619582   0.96790  3203.0  0.1487844 
 0.9956268516   3.633173   0.96785  3205.2  0.1490564 
 0.9956110609   3.646789   0.96780  3207.5  0.1493284 
 0.9955952429   3.660432   0.96775  3209.7  0.1496004 
 0.9955793979   3.674101   0.96770  3211.9  0.1498724 
 0.9955635256   3.687796   0.96765  3214.1  0.1501444 
 0.9955476263   3.701518   0.96760  3216.3  0.1504164 
 0.9955316998   3.715265   0.96755  3218.5  0.1506884 
 0.9955157462   3.729039   0.96750  3220.7  0.1509604 
 0.9954997654   3.742838   0.96745  3222.9  0.1512324 
 0.9954837576   3.756664   0.96740  3225.2  0.1515044 
 0.9954677226   3.770516   0.96735  3227.4  0.1517764 
 0.9954516606   3.784395   0.96730  3229.6  0.1520484 
 0.9954355714   3.798299   0.96725  3231.7  0.1523204 
 0.9954194552   3.812230   0.96720  3233.9  0.1525924 
 0.9954033118   3.826186   0.96715  3236.1  0.1528644 
 0.9953871414   3.840169   0.96710  3238.3  0.1531364 
 0.9953709439   3.854178   0.96705  3240.5  0.1534084 
 0.9953547194   3.868214   0.96700  3242.7  0.1536804 
 0.9953384678   3.882275   0.96695  3244.9  0.1539525 
 0.9953221891   3.896363   0.96690  3247.1  0.1542245 
 0.9953058834   3.910477   0.96685  3249.2  0.1544965 
 0.9952895506   3.924617   0.96680  3251.4  0.1547685 
 0.9952731908   3.938784   0.96675  3253.6  0.1550405 
 0.9952568040   3.952976   0.96670  3255.7  0.1553125 
 0.9952403901   3.967195   0.96665  3257.9  0.1555845 
 0.9952239492   3.981440   0.96660  3260.1  0.1558566 
 0.9952074813   3.995712   0.96655  3262.2  0.1561286 
 0.9951909864   4.010009   0.96650  3264.4  0.1564006 
 0.9951744645   4.024333   0.96645  3266.6  0.1566726 
 0.9951579156   4.038683   0.96640  3268.7  0.1569447 
 0.9951413396   4.053059   0.96635  3270.9  0.1572167 
 0.9951247367   4.067462   0.96630  3273.0  0.1574887 
 0.9951081069   4.081891   0.96625  3275.2  0.1577607 
 0.9950914500   4.096346   0.96620  3277.3  0.1580328 
 0.9950747662   4.110827   0.96615  3279.5  0.1583048 
 0.9950580554   4.125335   0.96610  3281.6  0.1585768 
 0.9950413177   4.139869   0.96605  3283.8  0.1588481 
 0.9950245531   4.154429   0.96600  3286.1  0.1591192 
 0.9950077617   4.169015   0.96595  3288.4  0.1593903 
 0.9949909435   4.183628   0.96590  3290.6  0.1596614 
 0.9949740984   4.198267   0.96585  3292.9  0.1599325 
 0.9949572264   4.212932   0.96580  3295.1  0.1602036 
 0.9949403277   4.227623   0.96575  3297.4  0.1604747 
 0.9949234021   4.242340   0.96570  3299.6  0.1607458 
 0.9949064497   4.257084   0.96565  3301.9  0.1610169 
 0.9948894705   4.271854   0.96560  3304.1  0.1612879 
 0.9948724645   4.286650   0.96555  3306.4  0.1615590 
 0.9948554318   4.301473   0.96550  3308.6  0.1618301 
 0.9948383722   4.316321   0.96545  3310.8  0.1621012 
 0.9948212858   4.331196   0.96540  3313.1  0.1623723 
 0.9948041727   4.346097   0.96535  3315.3  0.1626434 
 0.9947870328   4.361025   0.96530  3317.5  0.1629145 
 0.9947698661   4.375979   0.96525  3319.8  0.1631855 
 0.9947526727   4.390959   0.96520  3322.0  0.1634566 
 0.9947354525   4.405965   0.96515  3324.2  0.1637277 
 0.9947182055   4.420997   0.96510  3326.4  0.1639988 
 0.9947009319   4.436056   0.96505  3328.7  0.1642699 
 0.9946836314   4.451141   0.96500  3330.9  0.1645409 
 0.9946663043   4.466253   0.96495  3333.1  0.1648120 
 0.9946489504   4.481391   0.96490  3335.3  0.1650831 
 0.9946315699   4.496555   0.96485  3337.5  0.1653542 
 0.9946141626   4.511745   0.96480  3339.7  0.1656252 
 0.9945967286   4.526962   0.96475  3341.9  0.1658963 
 0.9945792679   4.542205   0.96470  3344.1  0.1661674 
 0.9945617805   4.557474   0.96465  3346.3  0.1664385 
 0.9945442664   4.572770   0.96460  3348.5  0.1667095 
 0.9945267256   4.588092   0.96455  3350.7  0.1669806 
 0.9945091582   4.603440   0.96450  3352.9  0.1672517 
 0.9944915641   4.618814   0.96445  3355.1  0.1675227 
 0.9944739433   4.634215   0.96440  3357.3  0.1677938 
 0.9944562958   4.649643   0.96435  3359.5  0.1680649 
 0.9944386217   4.665096   0.96430  3361.7  0.1683359 
 0.9944209210   4.680577   0.96425  3363.9  0.1686070 
 0.9944031936   4.696083   0.96420  3366.1  0.1688781 
 0.9943854396   4.711616   0.96415  3368.3  0.1691492 
 0.9943676590   4.727175   0.96410  3370.4  0.1694202 
 0.9943498517   4.742760   0.96405  3372.6  0.1696913 
 0.9943320178   4.758372   0.96400  3374.8  0.1699624 
 0.9943141573   4.774010   0.96395  3377.0  0.1702334 
 0.9942962702   4.789675   0.96390  3379.1  0.1705045 
 0.9942783565   4.805366   0.96385  3381.3  0.1707756 
 0.9942604162   4.821084   0.96380  3383.5  0.1710466 
 0.9942424493   4.836827   0.96375  3385.6  0.1713177 
 0.9942244558   4.852598   0.96370  3387.8  0.1715888 
 0.9942064357   4.868394   0.96365  3389.9  0.1718598 
 0.9941883891   4.884217   0.96360  3392.1  0.1721309 
 0.9941703159   4.900067   0.96355  3394.3  0.1724020 
 0.9941522161   4.915943   0.96350  3396.4  0.1726730 
 0.9941340898   4.931845   0.96345  3398.6  0.1729441 
 0.9941159370   4.947774   0.96340  3400.7  0.1732152 
 0.9940977576   4.963729   0.96335  3402.9  0.1734862 
 0.9940795516   4.979711   0.96330  3405.0  0.1737573 
 0.9940613192   4.995719   0.96325  3407.2  0.1740284 
 0.9940430601   5.011754   0.96320  3409.3  0.1742995 
 0.9940247746   5.027815   0.96315  3411.4  0.1745705 
 0.9940064626   5.043902   0.96310  3413.6  0.1748416 
 0.9939881241   5.060016   0.96305  3415.7  0.1751127 
 0.9939697590   5.076156   0.96300  3417.9  0.1753837 
 0.9939513675   5.092323   0.96295  3420.0  0.1756548 
 0.9939329495   5.108517   0.96290  3422.1  0.1759259 
 0.9939145049   5.124736   0.96285  3424.2  0.1761970 
 0.9938960339   5.140983   0.96280  3426.4  0.1764680 
 0.9938775365   5.157256   0.96275  3428.5  0.1767391 
 0.9938590125   5.173555   0.96270  3430.6  0.1770102 
 0.9938404621   5.189881   0.96265  3432.7  0.1772813 
 0.9938218853   5.206233   0.96260  3434.9  0.1775524 
 0.9938032819   5.222612   0.96255  3437.0  0.1778234 
 0.9937846522   5.239017   0.96250  3439.2  0.1780952 
 0.9937659958   5.255449   0.96245  3441.4  0.1783679 
 0.9937473129   5.271908   0.96240  3443.7  0.1786407 
 0.9937286033   5.288393   0.96235  3446.0  0.1789134 
 0.9937098671   5.304905   0.96230  3448.2  0.1791861 
 0.9936911044   5.321444   0.96225  3450.5  0.1794589 
 0.9936723151   5.338009   0.96220  3452.8  0.1797316 
 0.9936534992   5.354601   0.96215  3455.0  0.1800044 
 0.9936346567   5.371220   0.96210  3457.3  0.1802771 
 0.9936157876   5.387866   0.96205  3459.5  0.1805499 
 0.9935968920   5.404538   0.96200  3461.8  0.1808227 
 0.9935779698   5.421237   0.96195  3464.0  0.1810955 
 0.9935590211   5.437963   0.96190  3466.3  0.1813683 
 0.9935400458   5.454715   0.96185  3468.5  0.1816411 
 0.9935210440   5.471494   0.96180  3470.8  0.1819139 
 0.9935020156   5.488300   0.96175  3473.0  0.1821867 
 0.9934829607   5.505133   0.96170  3475.3  0.1824595 
 0.9934638793   5.521992   0.96165  3477.5  0.1827323 
 0.9934447713   5.538878   0.96160  3479.8  0.1830051 
 0.9934256369   5.555791   0.96155  3482.0  0.1832780 
 0.9934064759   5.572730   0.96150  3484.2  0.1835508 
 0.9933872884   5.589697   0.96145  3486.5  0.1838236 
 0.9933680744   5.606690   0.96140  3488.7  0.1840965 
 0.9933488339   5.623710   0.96135  3490.9  0.1843693 
 0.9933295669   5.640757   0.96130  3493.2  0.1846422 
 0.9933102734   5.657830   0.96125  3495.4  0.1849151 
 0.9932909535   5.674931   0.96120  3497.6  0.1851880 
 0.9932716071   5.692058   0.96115  3499.8  0.1854608 
 0.9932522342   5.709212   0.96110  3502.1  0.1857337 
 0.9932328348   5.726392   0.96105  3504.3  0.1860066 
 0.9932134090   5.743600   0.96100  3506.5  0.1862795 
 0.9931939567   5.760834   0.96095  3508.7  0.1865524 
 0.9931744780   5.778095   0.96090  3510.9  0.1868254 
 0.9931549728   5.795383   0.96085  3513.1  0.1870983 
 0.9931354412   5.812698   0.96080  3515.4  0.1873712 
 0.9931158831   5.830040   0.96075  3517.6  0.1876441 
 0.9930962986   5.847408   0.96070  3519.8  0.1879171 
 0.9930766877   5.864804   0.96065  3522.0  0.1881900 
 0.9930570504   5.882226   0.96060  3524.2  0.1884630 
 0.9930373866   5.899675   0.96055  3526.4  0.1887359 
 0.9930176965   5.917151   0.96050  3528.6  0.1890089 
 0.9929979799   5.934654   0.96045  3530.8  0.1892819 
 0.9929782369   5.952183   0.96040  3533.0  0.1895549 
 0.9929584676   5.969740   0.96035  3535.2  0.1898279 
 0.9929386718   5.987323   0.96030  3537.4  0.1901009 
 0.9929188497   6.004934   0.96025  3539.6  0.1903739 
 0.9928990012   6.022571   0.96020  3541.7  0.1906469 
 0.9928791263   6.040235   0.96015  3543.9  0.1909199 
 0.9928592251   6.057926   0.96010  3546.1  0.1911929 
 0.9928392975   6.075644   0.96005  3548.3  0.1914661 
 0.9928193434   6.093389   0.96000  3550.6  0.1917404 
 0.9927993629   6.111161   0.95995  3552.9  0.1920148 
 0.9927793558   6.128960   0.95990  3555.1  0.1922892 
 0.9927593223   6.146786   0.95985  3557.4  0.1925635 
 0.9927392623   6.164639   0.95980  3559.7  0.1928379 
 0.9927191759   6.182519   0.95975  3562.0  0.1931123 
 0.9926990629   6.200426   0.95970  3564.2  0.1933868 
 0.9926789235   6.218361   0.95965  3566.5  0.1936612 
 0.9926587577   6.236322   0.95960  3568.8  0.1939356 
 0.9926385654   6.254310   0.95955  3571.0  0.1942101 
 0.9926183466   6.272326   0.95950  3573.3  0.1944845 
 0.9925981014   6.290369   0.95945  3575.5  0.1947590 
 0.9925778298   6.308438   0.95940  3577.8  0.1950335 
 0.9925575317   6.326535   0.95935  3580.0  0.1953080 
 0.9925372072   6.344659   0.95930  3582.3  0.1955825 
 0.9925168563   6.362810   0.95925  3584.6  0.1958570 
 0.9924964789   6.380988   0.95920  3586.8  0.1961315 
 0.9924760752   6.399194   0.95915  3589.1  0.1964061 
 0.9924556450   6.417426   0.95910  3591.3  0.1966806 
